[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth,avg-diff
331,150,150,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
332,150,160,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
333,150,170,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
334,150,180,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
335,150,190,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
336,150,200,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0290004396839486,0,153.06245,61314,-1.45
337,160,0,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0494652996879658,16,91.922025,36310,-1.505
338,160,10,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0463846896342002,0,92.940875,37036,-1.485
339,160,20,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0451524471657303,0,101.76635,39272,-1.3
340,160,30,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.040138032616495,0,106.78825,42502,-1.235
341,160,40,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0402624486494433,0,113.4714,46181,-1.585
342,160,50,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0357740543434458,0,119.560425,49197,-1.645
343,160,60,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0378691067836327,0,123.353175,49546,-1.705
344,160,70,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0332273402036878,0,127.529275,51541,-1.705
345,160,80,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0321656074790614,0,132.7726,53375,-1.82
346,160,90,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0333354410863871,0,140.1157,55587,-1.62
347,160,100,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0304445958462864,0,143.8336,56192,-1.395
348,160,110,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0304348166084893,0,147.93845,58658,-1.935
349,160,120,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0302650490406549,0,154.8094,62157,-1.97
350,160,130,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0303378456715521,0,156.85305,61733,-2.1
351,160,140,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0301954740228151,0,163.093875,64957,-1.73
352,160,150,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0295222034987095,0,167.779375,67606,-2.04
353,160,160,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0301954740228151,0,163.093875,64957,-1.73
354,160,170,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0301954740228151,0,163.093875,64957,-1.73
355,160,180,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0301954740228151,0,163.093875,64957,-1.73
356,160,190,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0301954740228151,0,163.093875,64957,-1.73
357,160,200,color-agents-by-decile,uniform-collection,dynamic,400,0,0.0301954740228151,0,163.093875,64957,-1.73
358,170,0,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0477191808613757,9,96.623275,40151,-1.195
359,170,10,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0459192850840075,0,101.55195,41121,-1.31
360,170,20,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0435308232735969,0,103.114675,41607,-1.395
361,170,30,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0394024480626704,0,113.46915,42984,-1.54
362,170,40,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0408779538276453,0,115.035775,46164,-1.5
363,170,50,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0376846543803584,0,119.5647,47998,-1.58
364,170,60,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0356689747144009,0,124.849125,51263,-1.395
365,170,70,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0324062904559946,0,130.6123,53485,-1.305
366,170,80,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0318821662115996,0,134.371725,53852,-1.53
367,170,90,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0330355018856028,0,142.5943,56818,-1.78
368,170,100,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0314974893141873,0,147.6442,58813,-1.52
369,170,110,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0311875588552676,0,155.741475,63878,-1.72
370,170,120,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0315280551407913,0,159.052725,63069,-1.525
371,170,130,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0292502551440233,0,163.644925,65986,-2.085
372,170,140,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0298321319700809,0,167.43155,65972,-2.165
373,170,150,color-agents-by-decile,uniform-collection,dynamic,400,1000,0.0293309290953511,0,173.6857,69807,-2.23
