[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth,avg-diff
185,80,160,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
186,80,170,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
187,80,180,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
188,80,190,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
189,80,200,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0517668846563987,0,83.378075,32540,-1.75
190,90,0,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0645455032382707,28,57.575325,22625,-1.305
191,90,10,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0620464122977304,0,60.71875,24898,-1.125
192,90,20,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0598779630763464,0,67.616275,28142,-1.7
193,90,30,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0584358344389735,0,74.22735,28889,-2.055
194,90,40,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.053576089743273,0,79.43605,32931,-1.555
195,90,50,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0514811307611285,0,85.351475,32439,-1.73
196,90,60,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0582857791091536,0,89.069425,36145,-2.79
197,90,70,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0523364003291026,0,92.76255,37168,-2.48
198,90,80,color-agents-by-decile,dynamic-collection,dynamic,400,1000,0.0483278648494045,0,96.995325,39847,-2.12
199,90,90,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
200,90,100,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
201,90,110,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
202,90,120,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
203,90,130,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
204,90,140,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
205,90,150,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
206,90,160,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
207,90,170,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
208,90,180,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
209,90,190,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
210,90,200,color-agents-by-decile,dynamic-collection,dynamic,400,0,0.0523364003291026,0,92.76255,37168,-2.48
