[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
183,80,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
184,80,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
185,80,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
186,80,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
187,80,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
188,80,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
189,80,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0702261064777053,0,80.195975,33200
190,90,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.134711803810475,5,53.103875,23197
191,90,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.110454191012591,0,59.79525,23335
192,90,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0954827556580246,0,67.233325,27143
193,90,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0877497111396251,0,72.620875,30272
194,90,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.078100255057982,0,79.307175,31726
195,90,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0717289389775693,0,81.08365,31958
196,90,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0683594889854513,0,86.42435,35286
197,90,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0620182590797009,0,91.802425,37922
198,90,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0578695850704619,0,97.74585,38732
199,90,90,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
200,90,100,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
201,90,110,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
202,90,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
203,90,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
204,90,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
205,90,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
206,90,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
207,90,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0620182590797009,0,91.802425,37922
